square_feet,num_bedrooms,num_bathrooms,lot_size,year_built,has_garage,neighborhood,price_k
2415.0,3,2,6949.0,1960,Yes,B,358.79
2406.0,2,4,3903.0,2020,Yes,C,345.56
1426.0,3,2,4915.0,1957,Yes,C,264.22
2409.0,2,2,2442.0,1963,Yes,A,327.59
2769.0,3,2,6730.0,1998,No,C,367.87
1439.0,4,4,2131.0,1982,Yes,B,275.23
1541.0,3,4,2536.0,1973,Yes,C,258.35
2509.0,3,3,6576.0,2020,Yes,A,392.43
2136.0,2,3,7880.0,1987,Yes,C,321.84
2276.0,3,2,4564.0,1999,Yes,B,330.41
2170.0,2,3,4930.0,2013,Yes,D,315.78
2195.0,4,3,6362.0,1951,Yes,D,313.33
1337.0,2,2,5434.0,1988,Yes,A,263.31
2524.0,3,2,4440.0,1963,Yes,C,339.29
2585.0,3,2,4272.0,1961,No,A,358.17
1885.0,3,2,2650.0,2000,No,D,263.68
1978.0,4,3,5349.0,1959,Yes,A,340.6
1234.0,3,2,4862.0,1993,No,A,239.23
2257.0,3,1,4343.0,1989,No,B,299.49
2286.0,3,2,3497.0,2009,Yes,C,337.7
1969.0,3,1,3649.0,2019,No,B,287.43
2562.0,3,2,5928.0,1980,Yes,B,354.73
1833.0,3,3,6322.0,1986,Yes,B,307.94
2282.0,4,2,4509.0,2007,No,B,334.78
1490.0,2,3,4351.0,1992,Yes,B,278.94
1988.0,3,1,3720.0,2020,Yes,A,299.81
1913.0,2,3,6405.0,1987,Yes,D,321.45
2113.0,2,2,5046.0,1957,Yes,A,318.03
1815.0,3,1,5552.0,1983,Yes,D,267.17
1934.0,4,2,5538.0,1966,Yes,B,316.55
2413.0,4,4,4538.0,1966,Yes,C,347.82
1782.0,2,1,3252.0,2002,Yes,B,279.16
1197.0,3,2,3506.0,1964,Yes,A,240.42
2875.0,3,3,6692.0,2013,No,B,397.75
2691.0,2,1,3911.0,2006,No,B,334.76
1354.0,4,2,4384.0,1969,Yes,B,272.82
2345.0,4,2,3298.0,2010,Yes,B,370.28
1749.0,5,2,3176.0,1974,Yes,B,296.88
2132.0,2,2,3846.0,1976,Yes,B,308.1
2147.0,3,1,7533.0,1996,No,D,307.85
1883.0,4,3,5987.0,1977,Yes,B,339.88
1608.0,4,1,4210.0,1955,Yes,C,267.95
1655.0,4,2,6624.0,1990,Yes,A,311.01
1542.0,2,2,4772.0,2008,No,A,258.58
1584.0,3,2,7032.0,2010,Yes,B,303.59
1966.0,3,2,8318.0,1998,Yes,C,330.99
1642.0,2,3,6542.0,1954,No,C,264.46
2341.0,3,3,5142.0,1960,Yes,C,341.47
2744.0,4,3,6049.0,1989,No,A,382.72
1710.0,2,2,5023.0,2019,No,D,252.91
2120.0,3,3,2246.0,1988,Yes,B,319.65
2250.0,4,3,4018.0,2019,Yes,A,372.25
2236.0,3,2,3573.0,1969,Yes,B,326.21
2038.0,4,2,3985.0,1953,No,A,313.27
2371.0,3,1,7691.0,1962,No,B,310.07
2241.0,3,2,6683.0,1998,Yes,C,324.87
1381.0,5,3,5661.0,1958,Yes,B,290.69
2435.0,5,2,6219.0,2008,Yes,B,385.82
2444.0,2,2,2162.0,1952,Yes,B,316.36
1618.0,4,1,6092.0,1960,No,B,274.93
2019.0,2,1,6409.0,1954,No,B,289.34
2342.0,2,2,1640.0,1984,Yes,B,305.66
1895.0,3,4,6148.0,1973,Yes,A,318.97
2536.0,3,2,2864.0,2019,No,B,339.93
3182.0,4,3,2045.0,1955,Yes,D,391.96
1607.0,4,1,6989.0,1991,Yes,C,291.36
1309.0,5,2,3489.0,1992,Yes,B,272.93
2152.0,4,2,3926.0,1963,Yes,C,329.0
2361.0,3,3,6484.0,1974,Yes,B,378.77
1885.0,4,1,4542.0,1967,Yes,A,318.89
2727.0,5,1,4730.0,1973,Yes,C,387.48
1331.0,4,1,4697.0,2012,Yes,A,266.56
2346.0,4,3,5521.0,1950,Yes,D,335.55
1697.0,5,1,4660.0,1964,Yes,B,290.99
2860.0,2,1,5171.0,2003,Yes,C,370.52
2996.0,4,2,4245.0,1983,Yes,B,389.49
1617.0,4,2,5528.0,2001,Yes,C,292.93
1725.0,5,3,5471.0,1951,No,A,303.35
2430.0,3,3,7847.0,1985,Yes,A,391.2
1806.0,3,2,4428.0,1972,Yes,C,279.22
1977.0,4,3,4724.0,1973,Yes,D,292.11
2013.0,3,3,5358.0,1981,No,D,295.8
1040.0,4,2,6447.0,2000,Yes,A,280.04
1993.0,3,3,3363.0,1995,Yes,C,299.87
1655.0,3,2,5155.0,1962,No,C,264.48
1753.0,3,2,1238.0,1963,Yes,B,272.37
2722.0,3,2,4593.0,1966,No,B,352.5
1372.0,3,2,6609.0,1965,No,B,231.53
2407.0,3,1,3911.0,1981,Yes,B,345.91
1861.0,3,3,5265.0,1961,Yes,C,301.04
1860.0,2,3,4207.0,1952,Yes,B,292.21
2395.0,2,3,3711.0,2002,No,B,333.93
2170.0,2,1,6457.0,1992,Yes,A,333.93
2285.0,3,4,3432.0,1954,Yes,C,343.02
2484.0,4,1,5439.0,1996,Yes,A,383.75
1834.0,2,2,5463.0,1976,Yes,A,298.32
1694.0,2,2,3722.0,2001,Yes,C,297.82
1457.0,4,1,5234.0,2005,Yes,C,279.93
1587.0,3,2,3598.0,2017,Yes,A,315.56
3475.0,5,2,5783.0,1964,Yes,D,434.36
2622.0,4,3,3028.0,1968,No,C,345.5
1324.0,3,4,4491.0,1975,Yes,C,250.46
1339.0,3,3,4621.0,1994,Yes,C,244.69
2241.0,3,2,6669.0,1959,No,B,321.51
2274.0,2,3,5210.0,1975,No,B,316.07
2274.0,2,3,6433.0,1957,Yes,D,319.2
1873.0,2,2,5832.0,1981,No,A,287.46
1937.0,4,3,5822.0,1970,Yes,C,326.29
2164.0,3,2,4502.0,1994,Yes,B,338.89
2043.0,2,2,6531.0,2004,Yes,B,340.67
890.0,4,2,4466.0,1961,Yes,B,251.51
1885.0,3,2,2405.0,1997,No,C,280.46
1574.0,3,3,4678.0,2008,Yes,C,305.91
2088.0,3,2,5680.0,2019,Yes,A,351.54
3493.0,3,2,2590.0,1986,Yes,B,426.98
2184.0,5,3,3672.0,1980,Yes,B,341.22
1843.0,2,4,3154.0,1952,No,C,266.72
2461.0,3,1,6180.0,2018,No,B,342.99
2241.0,3,1,7509.0,2008,No,B,322.74
2210.0,3,2,4685.0,1982,Yes,B,315.36
2303.0,3,2,5797.0,1985,Yes,B,344.52
3028.0,4,1,5758.0,1952,No,D,348.62
1435.0,5,2,7331.0,1952,Yes,B,291.63
2237.0,3,3,4021.0,2008,Yes,A,363.5
1537.0,3,3,4670.0,2003,Yes,C,272.31
2278.0,4,2,4489.0,1977,No,C,306.44
1541.0,3,2,5113.0,1958,Yes,D,238.94
1791.0,3,2,8756.0,1975,No,A,303.86
1852.0,2,1,5046.0,1978,Yes,B,278.52
2488.0,3,2,3718.0,1959,Yes,A,338.06
2459.0,3,1,3268.0,1976,No,B,328.32
1377.0,4,2,6879.0,2012,Yes,C,289.81
2027.0,4,2,3711.0,2011,Yes,D,294.76
1645.0,2,2,5995.0,1967,Yes,C,257.09
1371.0,2,2,3980.0,2002,Yes,B,264.63
1891.0,5,2,3100.0,1966,No,C,274.49
1846.0,3,1,5908.0,1998,Yes,B,295.06
3213.0,4,2,4054.0,1975,Yes,B,413.71
2216.0,2,2,5638.0,1954,Yes,D,290.04
1311.0,3,1,5749.0,1993,No,A,275.45
1718.0,3,1,5819.0,1973,No,B,275.96
2511.0,4,2,4598.0,2006,No,C,349.4
3044.0,2,3,6029.0,1956,Yes,C,383.99
1207.0,3,2,3616.0,1969,Yes,C,239.99
1060.0,3,2,1319.0,2005,Yes,A,241.71
2935.0,4,3,6060.0,1968,Yes,A,414.6
2195.0,5,3,5248.0,2013,Yes,D,333.33
1566.0,5,2,4085.0,1992,No,B,277.96
2267.0,5,3,2793.0,1993,No,A,348.85
682.0,2,2,1945.0,1974,Yes,A,197.25
2002.0,2,4,5078.0,1966,Yes,D,306.66
2164.0,2,2,7473.0,1988,Yes,B,332.88
2462.0,3,3,4792.0,1974,Yes,C,347.97
1493.0,4,3,4458.0,1988,No,C,255.16
2043.0,4,2,4963.0,1988,Yes,C,312.07
1537.0,2,3,8269.0,2008,Yes,B,282.62
2128.0,4,2,6128.0,2015,No,B,330.23
1552.0,5,1,3600.0,1965,No,C,257.92
1796.0,3,2,5042.0,2002,Yes,C,302.07
1502.0,2,3,5499.0,1978,Yes,A,278.32
2326.0,3,2,3415.0,2015,No,A,349.31
2429.0,3,2,6139.0,1959,Yes,B,363.41
1883.0,3,2,3773.0,1951,No,B,284.48
2019.0,3,1,2734.0,1962,Yes,B,303.7
1276.0,2,2,5114.0,2003,Yes,B,245.34
1850.0,5,3,4877.0,1951,Yes,C,297.29
1975.0,3,4,4998.0,1991,Yes,B,341.45
3310.0,3,1,3853.0,1963,No,B,399.76
1444.0,5,2,4062.0,2000,Yes,B,308.49
2732.0,2,1,6693.0,1998,No,B,337.72
2498.0,2,1,5662.0,1987,Yes,C,332.76
2140.0,4,2,3565.0,1983,Yes,A,328.61
2879.0,3,2,2074.0,1978,Yes,C,358.33
2186.0,4,1,3628.0,2013,Yes,B,343.41
2195.0,3,1,5236.0,1972,Yes,A,335.11
1973.0,2,3,4052.0,1972,Yes,A,299.02
2612.0,3,4,3936.0,1965,Yes,A,378.28
2548.0,2,2,4116.0,1993,No,C,318.07
1687.0,4,2,4891.0,2009,Yes,B,317.33
1340.0,4,2,6177.0,2020,Yes,C,272.79
1899.0,5,3,4999.0,2014,Yes,B,346.73
1600.0,4,2,5093.0,1968,Yes,A,296.66
1968.0,2,3,4663.0,1994,No,C,305.72
2619.0,4,1,4251.0,1950,Yes,D,340.72
1771.0,4,2,6341.0,1961,No,A,301.46
1979.0,4,2,6114.0,1974,Yes,A,333.41
2029.0,4,2,8068.0,1959,Yes,C,326.3
2424.0,3,2,5916.0,2015,No,D,350.9
877.0,3,2,4252.0,1982,No,D,192.9
1697.0,4,3,3643.0,1951,Yes,A,306.41
2106.0,3,1,6429.0,1953,Yes,C,311.42
2600.0,2,2,3778.0,1972,Yes,C,340.26
1754.0,4,1,6215.0,1990,Yes,C,303.05
1062.0,3,1,3860.0,1987,Yes,B,235.22
2310.0,2,2,5524.0,2005,Yes,B,330.12
1682.0,2,2,3410.0,1993,No,C,237.53
1405.0,4,2,6170.0,2013,Yes,C,290.12
1688.0,3,2,3149.0,1973,Yes,B,282.37
1908.0,4,2,5409.0,1990,No,B,302.24
1698.0,3,2,4703.0,1977,Yes,A,291.6
897.0,3,4,5153.0,2011,Yes,B,257.95
2449.0,3,2,4406.0,1964,Yes,A,358.24
2637.0,4,3,4371.0,2011,No,A,370.12
2326.0,3,2,5232.0,1959,Yes,C,326.39
1431.0,5,2,3497.0,1978,No,C,255.1
1899.0,5,2,3488.0,1980,Yes,C,306.71
1997.0,4,2,4462.0,2012,Yes,D,300.8
2299.0,5,2,4404.0,1967,Yes,B,345.12
2334.0,3,2,3492.0,1956,Yes,B,323.82
1633.0,3,1,6386.0,1976,Yes,B,264.78
2041.0,4,1,4498.0,1958,No,B,306.72
2229.0,4,3,4660.0,1969,Yes,B,345.62
2728.0,4,3,3009.0,1999,No,C,356.21
2352.0,4,2,8107.0,2010,Yes,A,377.54
2395.0,5,2,8641.0,2016,Yes,B,398.09
2042.0,3,1,3829.0,1966,Yes,B,283.44
2705.0,4,1,6839.0,1970,Yes,A,396.83
2205.0,4,3,4862.0,1981,Yes,C,347.1
1569.0,4,2,7406.0,1997,Yes,A,311.07
2702.0,3,1,5504.0,1987,Yes,B,345.1
2349.0,4,2,5150.0,1977,No,A,341.78
1778.0,5,3,1251.0,2009,Yes,A,322.09
1760.0,3,1,3682.0,2019,Yes,B,291.63
2148.0,4,2,5031.0,2007,Yes,B,362.95
2232.0,3,2,5298.0,2019,Yes,C,340.13
2099.0,5,2,3178.0,2002,Yes,B,357.4
2156.0,3,2,3907.0,1959,Yes,D,303.65
2850.0,3,3,5830.0,1951,Yes,C,380.39
2536.0,3,1,2925.0,1974,No,A,333.97
2095.0,4,3,5201.0,1987,No,A,319.02
2471.0,2,1,6857.0,1950,Yes,A,324.34
1484.0,4,2,5578.0,1962,Yes,B,288.76
2199.0,5,3,5503.0,2020,Yes,B,372.67
2905.0,4,2,1970.0,1950,Yes,A,393.6
1891.0,2,3,3767.0,1980,Yes,B,282.46
1576.0,5,3,8081.0,2016,Yes,B,338.51
1674.0,4,1,4101.0,2005,No,C,273.53
1455.0,2,3,6897.0,1968,Yes,B,268.92
1608.0,2,3,4084.0,1953,Yes,C,248.31
1815.0,2,2,4583.0,1977,Yes,C,266.82
1297.0,4,1,5773.0,1993,Yes,D,241.46
2008.0,2,1,5151.0,1979,Yes,C,283.14
2451.0,3,2,5572.0,1985,No,B,334.27
1546.0,4,1,3772.0,2002,Yes,A,294.27
2760.0,3,2,3296.0,2008,Yes,A,384.18
2255.0,4,1,3671.0,2017,Yes,A,339.35
2515.0,4,1,4202.0,1953,Yes,A,361.59
1671.0,2,2,4656.0,1960,Yes,A,269.1
2427.0,4,2,6556.0,2002,Yes,C,360.04
1454.0,3,2,5131.0,2003,Yes,B,268.6
2445.0,3,3,5727.0,1994,Yes,B,359.53
2086.0,4,1,5212.0,1966,No,A,310.66
2277.0,2,1,3327.0,2013,Yes,B,316.08
1412.0,5,1,5026.0,2007,No,C,260.84
1552.0,3,2,5196.0,1962,No,D,239.32
2299.0,2,1,6140.0,2000,No,B,327.99
1526.0,5,3,3397.0,2001,Yes,A,303.02
2232.0,3,1,1939.0,1964,No,A,271.55
1316.0,4,3,5264.0,1953,Yes,B,260.66
2424.0,3,2,5531.0,1958,Yes,A,365.77
1384.0,4,2,4731.0,2016,No,C,266.55
2276.0,2,3,5042.0,2006,Yes,A,345.05
2313.0,3,3,6318.0,1978,Yes,A,360.27
1652.0,3,2,4312.0,1996,Yes,C,258.42
2291.0,2,3,4582.0,1954,Yes,A,327.61
2130.0,4,2,5119.0,2019,No,D,304.7
1731.0,3,3,3170.0,2013,Yes,D,289.71
1496.0,3,2,4772.0,2008,Yes,C,270.12
1019.0,2,3,4904.0,1984,No,B,209.25
2175.0,4,2,7456.0,1954,No,A,324.26
1218.0,4,2,4553.0,1999,No,B,259.22
2048.0,3,2,5300.0,2009,Yes,B,327.49
1868.0,3,1,6378.0,1964,Yes,A,298.7
2340.0,3,1,3744.0,1973,Yes,A,345.48
1849.0,4,2,7064.0,1970,Yes,C,317.51
1835.0,2,2,7646.0,1951,Yes,A,301.16
2366.0,3,3,4957.0,1994,Yes,C,334.04
2168.0,4,2,4191.0,1959,Yes,B,342.52
2158.0,5,3,7441.0,1994,Yes,D,358.08
2235.0,3,2,6193.0,1986,Yes,C,329.98
1232.0,4,1,5123.0,1972,Yes,A,251.27
2378.0,3,1,7140.0,1994,No,C,331.31
2306.0,5,2,6981.0,1990,Yes,C,351.85
1492.0,3,2,4496.0,2014,Yes,D,268.04
1878.0,3,1,5373.0,2010,Yes,C,303.01
1980.0,4,2,5865.0,1955,Yes,A,322.98
1933.0,2,2,5043.0,2014,Yes,B,315.0
2167.0,2,2,2914.0,1967,Yes,C,289.04
2716.0,2,3,3593.0,1989,No,D,340.84
2541.0,4,3,2963.0,1987,Yes,D,343.15
1344.0,2,3,5739.0,1994,Yes,B,275.21
2311.0,4,4,3223.0,1966,No,C,353.57
2664.0,3,2,5289.0,1962,No,B,340.99
2193.0,2,2,7748.0,1959,Yes,B,313.98
2545.0,3,3,7142.0,1980,Yes,B,377.83
3006.0,2,2,2244.0,1999,No,C,357.28
2512.0,4,3,3082.0,1972,No,B,338.1
2125.0,4,2,3835.0,1994,No,B,317.21
2523.0,3,2,3246.0,1987,Yes,C,332.05
2072.0,2,1,2519.0,1960,Yes,B,268.83
2012.0,4,4,4984.0,1957,Yes,B,337.32
1824.0,4,3,6058.0,1962,Yes,B,318.54
2782.0,4,3,6431.0,1983,Yes,A,402.69
1591.0,4,2,4288.0,2014,Yes,A,299.98
2766.0,3,1,4592.0,1959,No,C,330.97
2250.0,4,1,5534.0,1985,Yes,C,329.7
1300.0,3,3,4837.0,1953,Yes,B,243.45
2184.0,2,2,6216.0,1970,No,B,300.8
950.0,4,2,5646.0,2010,Yes,B,264.28
2313.0,5,2,4436.0,1987,Yes,B,365.03
2443.0,4,2,2215.0,1988,Yes,B,345.23
1704.0,3,2,7249.0,2003,No,A,315.22
2062.0,3,2,3971.0,2011,Yes,C,311.95
2977.0,3,2,5536.0,1968,Yes,A,398.31
1747.0,4,3,2125.0,1951,No,C,267.02
1471.0,2,1,4983.0,1971,Yes,B,253.6
2741.0,4,2,5150.0,2006,Yes,B,406.26
2981.0,3,2,5223.0,1952,Yes,D,355.39
2002.0,4,4,9521.0,1972,No,A,363.19
2506.0,5,2,4053.0,1953,Yes,C,349.87
2671.0,3,2,6231.0,1977,Yes,A,370.68
1629.0,3,2,5785.0,2019,Yes,D,284.07
1757.0,4,2,3982.0,2019,Yes,A,317.67
2615.0,3,4,6209.0,1990,No,C,377.03
2843.0,4,3,4754.0,1986,Yes,A,402.51
2281.0,4,2,6313.0,1956,Yes,B,340.44
1560.0,2,2,7941.0,1950,No,C,251.48
2994.0,4,1,5226.0,1983,No,C,355.95
1735.0,2,2,4578.0,2001,Yes,C,287.87
1832.0,5,3,6577.0,1959,Yes,B,342.24
2171.0,3,2,7095.0,2009,Yes,C,344.52
2777.0,4,1,3675.0,1955,No,B,351.2
2427.0,3,3,4321.0,2017,No,B,355.86
2207.0,3,2,6013.0,1997,Yes,B,344.18
2232.0,3,2,4802.0,1994,No,A,340.21
2022.0,4,1,3569.0,1961,Yes,C,313.47
2279.0,3,2,5811.0,2019,No,D,316.86
735.0,4,3,6007.0,1970,Yes,A,241.08
1852.0,3,2,4498.0,1985,Yes,B,300.2
2121.0,4,2,5092.0,1972,No,B,305.69
1424.0,4,1,4135.0,2004,Yes,B,274.7
2193.0,2,2,3357.0,1976,Yes,A,304.84
1898.0,3,3,4254.0,1969,No,C,294.77
2878.0,3,2,5111.0,1964,Yes,D,373.83
2787.0,3,3,2787.0,1991,No,A,364.54
1767.0,3,3,4364.0,1953,Yes,D,262.32
1925.0,4,3,5132.0,1978,No,D,300.84
1963.0,3,3,6792.0,2004,Yes,B,320.79
1774.0,4,1,4531.0,1998,Yes,B,292.81
2098.0,5,3,3131.0,2020,Yes,A,352.8
1621.0,3,1,4686.0,2003,No,B,270.56
1435.0,4,1,4150.0,1982,Yes,B,271.85
2311.0,2,1,5828.0,1986,Yes,C,319.74
2315.0,4,2,4493.0,1956,Yes,C,328.75
1598.0,3,2,934.0,1973,Yes,D,246.28
2448.0,4,2,10537.0,2004,No,C,370.47
1684.0,5,1,5214.0,1960,Yes,D,291.28
2127.0,3,2,5134.0,1993,Yes,B,338.9
2410.0,4,2,2688.0,2014,Yes,A,357.89
1983.0,3,3,2803.0,1955,No,A,293.77
2227.0,2,2,4862.0,1980,No,B,304.59
1742.0,4,1,5504.0,1992,Yes,C,282.02
1902.0,2,2,6053.0,1961,Yes,B,306.8
1897.0,4,2,5356.0,2014,Yes,A,345.78
1627.0,2,2,3221.0,2001,Yes,D,248.98
1912.0,4,2,1243.0,2019,No,D,279.67
1226.0,2,2,4850.0,1979,Yes,A,246.81
1754.0,3,2,4199.0,2004,No,A,302.12
1858.0,3,2,3106.0,1988,Yes,B,294.08
1872.0,3,4,6242.0,1955,Yes,B,298.81
1879.0,3,1,2637.0,2005,Yes,C,269.46
1969.0,3,3,5925.0,1957,Yes,C,320.18
2240.0,3,3,2885.0,2004,Yes,A,346.35
2437.0,3,1,5201.0,1965,Yes,B,341.45
1675.0,3,4,6401.0,1951,No,B,286.01
1398.0,3,3,4493.0,2013,No,D,232.18
1479.0,3,2,7535.0,1960,Yes,B,268.42
1756.0,5,2,7877.0,1953,Yes,D,311.84
1824.0,3,2,5356.0,1952,No,A,298.93
1615.0,2,2,5812.0,1964,No,A,254.07
1352.0,3,1,6591.0,2017,Yes,B,285.52
1772.0,4,3,5817.0,1992,No,D,281.78
2091.0,2,3,5656.0,1958,Yes,B,318.36
2298.0,4,1,4214.0,1974,Yes,C,324.5
1721.0,3,3,2469.0,2014,Yes,B,304.14
1794.0,2,3,2915.0,2015,No,A,299.41
1537.0,4,1,8574.0,2004,Yes,A,310.79
1984.0,3,2,5484.0,1994,Yes,C,320.85
1576.0,3,2,4631.0,1982,No,D,258.23
2287.0,4,3,6895.0,1971,No,B,351.11
1107.0,4,3,3876.0,1991,Yes,A,258.54
1820.0,4,1,5875.0,1976,Yes,C,300.05
2151.0,4,2,5116.0,1960,No,A,321.46
2092.0,4,3,5690.0,1991,Yes,B,343.45
3347.0,4,3,4495.0,1971,Yes,A,436.16
2175.0,2,1,3553.0,1958,Yes,C,301.14
1498.0,4,2,3766.0,2006,No,C,260.4
1952.0,4,3,3824.0,1980,No,B,321.65
1112.0,2,2,4996.0,1967,Yes,A,247.2
1960.0,3,2,2666.0,1961,Yes,B,286.46
1583.0,2,3,3129.0,1989,No,A,260.22
2458.0,4,1,5203.0,1994,Yes,B,357.09
1725.0,3,3,4808.0,1998,Yes,A,315.0
1942.0,5,2,5285.0,1950,Yes,D,298.51
1682.0,2,1,4932.0,1956,No,D,239.9
2869.0,4,1,8778.0,1951,Yes,A,407.55
1839.0,3,1,5190.0,1953,Yes,C,279.65
2916.0,4,1,4431.0,1994,Yes,C,370.85
2407.0,4,2,5152.0,1995,Yes,B,344.89
2241.0,4,1,6530.0,2016,Yes,A,373.4
2184.0,4,3,4926.0,1958,Yes,A,340.75
2197.0,4,2,6027.0,2006,Yes,C,340.87
1036.0,2,2,5594.0,1965,Yes,A,235.48
1861.0,3,2,4564.0,2000,Yes,C,298.96
2423.0,4,2,5166.0,2001,Yes,D,340.99
1976.0,3,2,7398.0,1958,Yes,B,310.14
1297.0,2,1,5365.0,1955,Yes,D,209.81
1974.0,3,3,3521.0,1993,No,C,275.16
2852.0,3,2,4521.0,1955,No,B,362.35
2623.0,3,1,1829.0,1954,Yes,D,318.36
1969.0,4,2,5206.0,1995,Yes,B,332.14
2476.0,3,2,6968.0,1976,Yes,D,342.73
1817.0,2,2,2988.0,1994,Yes,B,295.24
1148.0,2,3,5225.0,1990,Yes,D,240.75
1538.0,4,2,6478.0,1977,Yes,A,314.82
2781.0,5,2,6637.0,2003,Yes,A,421.88
1863.0,4,2,6920.0,1981,No,A,317.54
1878.0,3,4,2198.0,2002,No,A,309.44
1850.0,5,2,5757.0,2020,No,C,307.13
2952.0,4,2,2742.0,1979,No,B,376.31
2813.0,4,2,3503.0,2002,Yes,C,379.7
3109.0,4,3,6232.0,1980,No,C,411.68
1920.0,3,1,5237.0,1961,Yes,C,299.82
2148.0,3,1,6090.0,1958,Yes,C,310.33
1242.0,2,3,3606.0,2016,Yes,A,272.9
2738.0,3,2,7210.0,1986,Yes,A,396.76
1416.0,4,2,6033.0,1977,Yes,A,300.18
2108.0,4,2,6334.0,1975,Yes,A,357.28
1451.0,4,3,3380.0,1970,No,B,277.03
1706.0,3,1,6757.0,1959,No,D,231.78
1581.0,2,1,4526.0,1973,No,B,249.74
1696.0,2,4,4083.0,1974,No,B,272.62
1730.0,3,2,5938.0,2001,No,C,284.09
1726.0,3,2,5875.0,1950,Yes,D,273.41
2417.0,4,3,3730.0,2002,Yes,D,338.64
1448.0,2,2,8084.0,2017,Yes,C,260.63
2110.0,5,1,7722.0,1973,Yes,B,350.6
2609.0,3,1,5908.0,1976,No,A,350.1
1743.0,4,2,5646.0,1976,Yes,B,313.32
1641.0,3,3,5495.0,2014,Yes,A,315.26
1885.0,2,1,2675.0,1988,Yes,A,295.91
2590.0,4,1,5169.0,1985,Yes,D,349.87
2097.0,4,3,5149.0,2018,No,B,323.73
1734.0,3,1,4136.0,1954,Yes,B,273.69
2242.0,3,2,4536.0,1959,No,C,300.74
1449.0,2,1,1428.0,1965,No,B,212.3
2341.0,4,2,3354.0,2002,Yes,B,356.19
2204.0,5,2,6383.0,1963,No,D,309.34
1846.0,2,1,7597.0,1978,No,C,287.47
1581.0,3,2,3585.0,1977,Yes,A,269.73
1557.0,5,2,5274.0,1966,No,B,267.68
2267.0,3,2,6648.0,2018,Yes,C,351.87
2614.0,4,2,4220.0,2015,No,B,387.23
1681.0,3,2,6014.0,1985,Yes,C,279.82
2229.0,3,2,4949.0,1995,No,C,317.14
956.0,3,2,6786.0,1994,Yes,C,245.46
1708.0,3,2,3076.0,1958,No,D,238.18
1984.0,2,2,3343.0,1985,Yes,C,281.7
1545.0,4,2,5419.0,1954,Yes,A,305.77
1532.0,4,1,5144.0,1999,No,D,254.37
1666.0,4,1,4916.0,1977,Yes,B,294.48
2146.0,4,2,5864.0,1976,No,D,292.19
1906.0,3,3,3604.0,1996,Yes,C,307.73
881.0,2,3,2946.0,1982,No,A,218.38
940.0,4,2,4250.0,1987,No,C,218.43
1697.0,3,2,4418.0,1957,Yes,B,286.23
2229.0,3,1,4574.0,1953,No,D,296.3
626.0,2,3,6904.0,1985,Yes,B,219.74
1750.0,2,3,6156.0,1980,No,A,305.67
1737.0,3,1,5800.0,1998,Yes,B,303.32
2694.0,4,3,5333.0,1990,Yes,B,387.59
1807.0,5,2,4349.0,1957,No,B,296.98
2191.0,4,2,3719.0,1979,Yes,A,349.37
2071.0,5,3,3204.0,1963,Yes,B,311.74
935.0,5,2,3958.0,1994,No,B,235.68
2384.0,3,3,4936.0,1995,Yes,C,360.0
2108.0,3,1,3268.0,2016,Yes,B,308.57
2254.0,4,2,5254.0,1965,Yes,B,331.12
3963.0,3,2,4708.0,1959,Yes,B,467.7
958.0,3,2,4404.0,2017,Yes,C,218.29
2862.0,3,2,6742.0,2001,Yes,C,400.31
1856.0,3,2,1309.0,1999,Yes,C,275.57
2144.0,3,2,4424.0,2017,No,B,326.52
1977.0,2,2,1471.0,1951,Yes,C,257.69
1788.0,3,3,5358.0,2009,Yes,B,336.72
1715.0,4,2,6143.0,1999,Yes,A,345.7
2165.0,3,2,2973.0,1950,Yes,B,320.34
1241.0,4,1,3165.0,1986,Yes,B,242.08
2375.0,2,2,2453.0,1972,No,B,304.17
1792.0,2,1,5095.0,1998,Yes,C,256.46
1435.0,3,1,4489.0,2013,Yes,D,262.21
1775.0,3,2,4582.0,1966,Yes,B,291.89
2629.0,4,1,4448.0,2020,Yes,A,385.67
1732.0,4,2,3540.0,1964,No,A,277.44
2179.0,4,4,6698.0,2000,Yes,A,389.67
1635.0,5,1,5409.0,1976,Yes,D,284.03
2379.0,3,3,3223.0,1958,Yes,D,318.29
2343.0,3,1,3949.0,2013,No,A,338.39
2924.0,3,2,3692.0,2012,Yes,B,411.3
1912.0,2,2,7109.0,2002,Yes,C,296.01
2334.0,3,3,6067.0,1991,Yes,A,355.78
2049.0,3,1,4810.0,2019,No,B,298.86
2648.0,3,2,7561.0,1984,Yes,C,382.86
1641.0,2,1,7178.0,1966,Yes,D,257.77
2373.0,2,2,4654.0,1993,No,C,304.3
1903.0,4,3,4384.0,1992,Yes,A,341.03
1968.0,4,3,4456.0,1993,No,B,311.65
2046.0,4,3,3571.0,1987,Yes,D,313.38
2126.0,4,2,7601.0,1990,Yes,A,365.83
1942.0,2,3,3490.0,1974,No,B,277.93
2107.0,3,2,6302.0,1998,Yes,B,317.31
2789.0,2,1,6036.0,2009,No,A,371.42
2493.0,4,3,4543.0,1951,No,B,344.52
2435.0,4,2,7715.0,2014,Yes,A,387.38
1772.0,3,1,2661.0,1952,Yes,D,251.13
1555.0,3,1,4880.0,1963,Yes,A,281.93
2478.0,5,2,4266.0,1994,Yes,C,341.97
2438.0,3,2,6441.0,1983,Yes,D,339.22
2736.0,4,2,5530.0,1985,No,D,351.85
